"","ID1","party_member","coal_id","event_factor","SRI_bi_z","index_5m_bi_z","gmdur_index_z","gm_yn_bi","kinship","period","party_size_fem_z","immdyad","ranksumbi_z"
"32","WL","AL","2010-06-09_11:20:00","1",1.90862466942776,0.456425730569952,-0.244844131845214,"N","0","A",-0.854520091403397,"0",-1.26281636943645
"33","QT","OU","2010-06-09_11:20:00","1",2.09910667781344,0.808736656083089,-0.195334735521726,"Y","0","A",-0.854520091403397,"0",-1.04563249853227
"34","TG","OU","2010-06-09_11:20:00","1",2.7827830556707,1.22629595436087,-0.137965771531682,"Y","0","A",-0.854520091403397,"0",-2.14983864467818
"35","WL","OU","2010-06-09_11:20:00","1",2.18292345735231,1.26182785138765,-0.227233255253434,"Y","0","A",-0.854520091403397,"0",-1.9543280082925
"36","TG","QT","2010-06-09_11:20:00","1",2.05465398573582,0.47270798251687,0.503486698853242,"Y","0","A",-0.854520091403397,"0",-0.716018723563336
"37","WL","QT","2010-06-09_11:20:00","1",4.78935365470712,3.08732080978606,0.89379702614411,"Y","0","A",-0.854520091403397,"0",-0.520508087177655
"38","WL","TG","2010-06-09_11:20:00","1",2.17395098526098,0.885002732919459,0.44223104159892,"Y","0","A",-0.854520091403397,"0",-1.62471423332357
"39","RD","MU","2010-07-04_13:53:00","1",-0.462036926516409,-0.229651138932875,-0.244844131845214,"N","0","A",0.134816131158751,"1",0.968172208812159
"40","OU","OT","2010-07-21_17:33:00","1",3.06498690802812,3.40240962918326,4.72556004294074,"Y","1","A",-1.5140775731115,"0",-0.732026917905999
"41","WL","TG","2010-08-25_16:27:00","1",2.17395098526098,0.885002732919459,0.44223104159892,"Y","0","A",-1.18429883225745,"0",-1.62471423332357
"42","TG","OU","2010-08-26_7:25:00","1",2.7827830556707,1.22629595436087,-0.137965771531682,"Y","0","A",-1.5140775731115,"0",-2.14983864467818
"43","WL","TG","2011-02-14_9:21:00","1",2.17395098526098,0.885002732919459,0.44223104159892,"Y","0","A",-1.84385631396555,"0",-1.62471423332357
"44","OT","AL","2011-04-02_15:01:00","1",1.40337281845763,1.44720807705747,-0.244844131845214,"N","0","A",-0.194962609695299,"0",-0.0405152790499485
"45","OU","AL","2011-04-02_15:01:00","1",2.33957834450937,1.57460435825539,0.00267396447682287,"Y","0","A",-0.194962609695299,"0",-1.78794078079106
"46","OU","OT","2011-04-02_15:01:00","1",3.06498690802812,3.40240962918326,4.72556004294074,"Y","1","A",-0.194962609695299,"0",-0.732026917905999
"47","WL","QT","2011-04-03_7:46:00","1",4.78935365470712,3.08732080978606,0.89379702614411,"Y","0","A",-2.17363505481959,"0",-0.520508087177655
"48","RD","OT","2011-04-04_8:10:00","1",-0.024446245440797,1.00059572984852,-0.244844131845214,"N","0","A",-2.17363505481959,"1",1.17499195686288
